SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,6204 Wehner Way,SAN JOSE,CA,95135,625000,2,2.0,SAN JOSE,1526,,1974,17,410,1153,Active,,,http://www.redfin.com/CA/San-Jose/6204-Wehner-Way-95135/home/959347,MLSListings,ML81823051,N,Y,37.284723,-121.754465
MLS Listing,,Single Family Residential,424 N 3rd St,SAN JOSE,CA,95112,3388888,5,5.5,SAN JOSE,4200,9510,1900,17,807,,Active,,,http://www.redfin.com/CA/San-Jose/424-N-3rd-St-95112/home/1593386,MLSListings,ML81823050,N,Y,37.3442117,-121.8933703
MLS Listing,,Single Family Residential,4900 Williams Rd,SAN JOSE,CA,95129,1625000,4,3.0,SAN JOSE,1880,5889,1964,17,864,,Active,,,http://www.redfin.com/CA/San-Jose/4900-Williams-Rd-95129/home/1345244,MLSListings,ML81821346,N,Y,37.3083172,-121.9892763
MLS Listing,,Single Family Residential,5462 Livorno Ct,SAN JOSE,CA,95138,2599000,4,3.5,SAN JOSE,2920,14013,1996,17,890,138,Active,,,http://www.redfin.com/CA/San-Jose/5462-Livorno-Ct-95138/home/1240785,MLSListings,ML81822977,N,Y,37.2744266,-121.7740829
MLS Listing,,Townhouse,5523 Don Scala Ct,SAN JOSE,CA,95123,599888,3,1.5,SAN JOSE,1156,1156,1970,17,519,275,Active,,,http://www.redfin.com/CA/San-Jose/5523-Don-Scala-Ct-95123/home/867529,MLSListings,ML81822974,N,Y,37.2531528,-121.8380576
MLS Listing,,Single Family Residential,2102 Ardis Dr,SAN JOSE,CA,95125,2325000,6,4.0,SAN JOSE,3121,7200,2008,18,745,,Active,,,http://www.redfin.com/CA/San-Jose/2102-Ardis-Dr-95125/home/1660697,MLSListings,ML81822921,N,Y,37.2958827,-121.8820321
MLS Listing,,Mobile/Manufactured Home,6130 Monterey Hwy #197,SAN JOSE,CA,95138,280000,2,2.0,SAN JOSE,1238,,1998,18,226,,Active,,,http://www.redfin.com/CA/San-Jose/6130-Monterey-Rd-95138/unit-197/home/973839,MLSListings,ML81822917,N,Y,37.2376675,-121.7693944
MLS Listing,,Condo/Co-op,2208 Summereve Ct,SAN JOSE,CA,95122,380000,1,1.0,SAN JOSE,746,857,1985,18,509,493,Active,,,http://www.redfin.com/CA/San-Jose/2208-Summereve-Ct-95122/home/1058863,MLSListings,ML81822907,N,Y,37.3189898,-121.8416236
MLS Listing,,Condo/Co-op,2214 Almaden Rd Unit B,SAN JOSE,CA,95125,719000,2,2.0,SAN JOSE,1163,,1979,18,618,458,Active,,,http://www.redfin.com/CA/San-Jose/2214-Almaden-Rd-95125/unit-B/home/167456986,MLSListings,ML81822880,N,Y,37.293798,-121.879424
MLS Listing,,Single Family Residential,6792 Almaden Rd,SAN JOSE,CA,95120,2088888,5,4.0,SAN JOSE,3062,7169,1969,19,682,,Active,,,http://www.redfin.com/CA/San-Jose/6792-Almaden-Rd-95120/home/1585226,MLSListings,ML81822845,N,Y,37.2146762,-121.8516132
MLS Listing,,Condo/Co-op,5408 Colony Green Dr,San Jose,CA,95123,700000,3,2.5,San Jose,1294,958,1984,19,541,424,Active,,,http://www.redfin.com/CA/San-Jose/5408-Colony-Green-Dr-95123/home/1597185,CRMLS,OC20254835,N,Y,37.257204,-121.8406949
MLS Listing,,Condo/Co-op,1400 Carpentier St #131,San Leandro,CA,94577,449500,2,2.0,Pacific Plaza,950,89146,1983,52,473,564,Active,,,http://www.redfin.com/CA/San-Leandro/1400-Carpentier-St-94577/unit-131/home/1227470,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40928376,N,Y,37.7223494,-122.1582095
MLS Listing,,Mobile/Manufactured Home,14831 Bancroft Ave #4,San Leandro,CA,94578,89900,2,1.0,San Leandro,758,,,52,119,,Active,,,http://www.redfin.com/CA/San-Leandro/14831-Bancroft-Ave-94578/unit-4/home/173639233,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40928323,N,Y,37.7088558,-122.1319349
MLS Listing,,Condo/Co-op,,San Leandro,CA,94577-5869,349000,1,1.0,Estabrook,726,,1984,53,481,383,Active,,,http://www.redfin.com/CA/San-Leandro/Undisclosed-address-94577/home/748575,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40928179,N,Y,37.7177779,-122.1521838
MLS Listing,,Single Family Residential,189 Warwick Ave,San Leandro,CA,94577,1500000,4,3.0,Alameda County,3333,9993,1962,57,450,,Active,,,http://www.redfin.com/CA/San-Leandro/189-Warwick-Ave-94577/home/1645924,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40927737,N,Y,37.737752,-122.1568205
MLS Listing,,Condo/Co-op,16006 E 14th St #115,San Leandro,CA,94578-3212,415000,2,2.0,Ashland,901,,1987,71,461,371,Active,,,http://www.redfin.com/CA/San-Leandro/16006-E-14th-St-94578/unit-115/home/12118253,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40925918,N,Y,37.6990075,-122.1184198
MLS Listing,,Vacant Land,2101 Washington Ave,San Leandro,CA,94577,1150000,,,San Leandro,,19576,,83,,,Active,,,http://www.redfin.com/CA/San-Leandro/2101-Washington-Ave-94577/home/17517856,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40924043,N,Y,37.717303,-122.151801
MLS Listing,,Single Family Residential,983 106th Ave,OAKLAND,CA,94603,469000,2,1.0,OAKLAND,792,5500,1940,90,592,,Active,,,http://www.redfin.com/CA/Oakland/983-106th-Ave-94603/home/1930628,MLSListings,ML81813268,N,Y,37.7359222,-122.1724541
MLS Listing,,Mobile/Manufactured Home,316 Santa Paula,San Leandro,CA,94577,160000,2,2.0,San Leandro,1368,,,90,117,,Active,,,http://www.redfin.com/CA/San-Leandro/316-Santa-Paula-94579/home/126935600,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40922943,N,Y,37.6840459,-122.1613445
MLS Listing,,Mobile/Manufactured Home,176 Santa Teresa,San Leandro,CA,94579-1967,169000,2,2.0,San Leandro,1440,,,99,117,,Active,,,http://www.redfin.com/CA/San-Leandro/176-Santa-Teresa-94579/home/11929090,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40921754,N,Y,37.6809478,-122.1575967
MLS Listing,,Multi-Family (2-4 Unit),665 Dutton Ave,San Leandro,CA,94577,1800000,7,4.0,San Leandro,3146,6600,1935,103,572,,Active,,,http://www.redfin.com/CA/San-Leandro/665-Dutton-Ave-94577/home/171144653,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40921120,N,Y,37.7336984,-122.1501059
MLS Listing,,Mobile/Manufactured Home,1468 Grand Ave #23,San Leandro,CA,94577,129950,1,1.0,San Leandro,394,,,103,330,,Active,,,http://www.redfin.com/CA/San-Leandro/1468-Grand-Ave-94577/unit-23/home/170268675,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40921046,N,Y,37.7278311,-122.1393775
MLS Listing,,Condo/Co-op,922 Catkin Ct,SAN JOSE,CA,95128,469800,1,1.0,SAN JOSE,658,,1988,19,714,576,Active,,,http://www.redfin.com/CA/San-Jose/922-Catkin-Ct-95128/home/12180246,MLSListings,ML81821329,N,Y,37.3134178,-121.9389492
MLS Listing,,Condo/Co-op,2981 Henry Miller Pl #2,SAN JOSE,CA,95136,732222,1,1.5,SAN JOSE,844,,2020,19,868,433,Active,,,http://www.redfin.com/CA/San-Jose/2981-Henry-Miller-Pl-95136/unit-2/home/172950117,MLSListings,ML81822804,N,Y,37.284453,-121.851989
MLS Listing,,Condo/Co-op,7631 Buckhaven Dr,SAN JOSE,CA,95135,765000,2,2.5,SAN JOSE,1751,,1988,19,437,1061,Active,,,http://www.redfin.com/CA/San-Jose/7631-Buckhaven-Dr-95135/home/966755,MLSListings,ML81822801,N,Y,37.2890129,-121.7407437
MLS Listing,,Mobile/Manufactured Home,149 Chateau La Salle Dr #149,SAN JOSE,CA,95111,259900,2,2.0,SAN JOSE,1780,,1979,19,146,,Active,,,http://www.redfin.com/CA/San-Jose/149-Chateau-La-Salle-Dr-95111/unit-149/home/21856406,MLSListings,ML81822794,N,Y,37.2934289,-121.8564286
MLS Listing,,Condo/Co-op,2925 Florance Ave #30,SAN JOSE,CA,95127,459900,2,1.5,SAN JOSE,874,423,1964,19,526,540,Active,,,http://www.redfin.com/CA/San-Jose/2925-Florence-Ave-95127/unit-30/home/23047386,MLSListings,ML81822775,N,Y,37.3624438,-121.8299311
MLS Listing,,Condo/Co-op,420 Tortola Way,SAN JOSE,CA,95133,530000,2,2.5,SAN JOSE,1067,,1985,19,497,489,Active,,,http://www.redfin.com/CA/San-Jose/420-Tortola-Way-95133/home/1095510,MLSListings,ML81822752,N,Y,37.3690588,-121.8482328
MLS Listing,,Single Family Residential,1201 Ravenscourt Ave,San Jose,CA,95128,1395000,3,2.0,Not Applicable,1415,6426,1961,19,986,,Active,,,http://www.redfin.com/CA/San-Jose/1201-Ravenscourt-Ave-95128/home/726372,GPSMLS,219054244,N,Y,37.3036162,-121.9396894
MLS Listing,,Condo/Co-op,5528 Spinnaker Drive. Unit #4,SAN JOSE,CA,95123,429000,2,1.0,SAN JOSE,798,,1970,19,538,310,Active,,,http://www.redfin.com/CA/San-Jose/5528-Spinnaker-Dr-95123/unit-4/home/1679355,MLSListings,ML81822736,N,Y,37.2525871,-121.8225824
MLS Listing,,Single Family Residential,14321 Jerilyn Dr,SAN JOSE,CA,95127,765000,3,1.0,SAN JOSE,1192,5367,1951,20,642,,Active,,,http://www.redfin.com/CA/San-Jose/14321-Jerilyn-Dr-95127/home/1132707,MLSListings,ML81822707,N,Y,37.3634717,-121.8186944
MLS Listing,,Condo/Co-op,20 S 2nd St #234,SAN JOSE,CA,95113,608000,1,1.0,SAN JOSE,887,,2007,20,685,504,Active,,,http://www.redfin.com/CA/San-Jose/20-S-2nd-St-95113/unit-234/home/17288283,MLSListings,ML81821708,N,Y,37.3362952,-121.8887417
MLS Listing,,Single Family Residential,496 Dorothy Ave,SAN JOSE,CA,95125,1195000,3,2.0,SAN JOSE,1790,9147,1952,20,668,,Active,,,http://www.redfin.com/CA/San-Jose/496-Dorothy-Ave-95125/home/974042,MLSListings,ML81822650,N,Y,37.3118229,-121.8885017
MLS Listing,,Vacant Land,654-46-002 Higuera Rd,SAN JOSE,CA,95148,499800,,,SAN JOSE,,418103,,20,,,Active,,,http://www.redfin.com/CA/San-Jose/654-46-002-Higuera-Rd-95148/home/173913459,MLSListings,ML81822633,N,Y,37.3404616,-121.7674731
MLS Listing,,Single Family Residential,1148 Settle Ave,SAN JOSE,CA,95125,1748000,3,2.0,SAN JOSE,1752,8031,1921,20,998,,Active,,,http://www.redfin.com/CA/San-Jose/1148-Settle-Ave-95125/home/1232264,MLSListings,ML81821794,N,Y,37.3086629,-121.8982832
MLS Listing,,Single Family Residential,1773 Wema Way,SAN JOSE,CA,95124,1299000,4,3.0,SAN JOSE,1449,5411,1954,20,896,,Active,,,http://www.redfin.com/CA/San-Jose/1773-Wema-Way-95124/home/852609,MLSListings,ML81822625,N,Y,37.2710809,-121.9149987
MLS Listing,,Mobile/Manufactured Home,5450 MONTEREY Rd #153,SAN JOSE,CA,95111,230000,2,2.0,SAN JOSE,1440,,1974,21,160,,Active,,,http://www.redfin.com/CA/San-Jose/5450-Monterey-Rd-95111/unit-153/home/1342660,MLSListings,ML81822612,N,Y,37.2567287,-121.803932
MLS Listing,,Mobile/Manufactured Home,1468 Grand Ave #39,San Leandro,CA,94577,57950,1,1.0,San Leandro,325,,,117,178,,Active,,,http://www.redfin.com/CA/San-Leandro/1468-Grand-Ave-94577/unit-39/home/167121890,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40919131,N,Y,37.7278311,-122.1393775
MLS Listing,,Condo/Co-op,15057 Hesperian Blvd #9,San Leandro,CA,94578,428588,2,1.0,Bay Fair,730,54756,1985,119,587,300,Active,,,http://www.redfin.com/CA/San-Leandro/15057-Hesperian-Blvd-94578/unit-9/home/1973747,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40918921,N,Y,37.7031546,-122.1307458
MLS Listing,,Mobile/Manufactured Home,1468 Grand Ave #19,San Leandro,CA,94577,57950,1,1.0,San Leandro,374,,,126,155,,Active,,,http://www.redfin.com/CA/San-Leandro/1468-Grand-Ave-94577/unit-19/home/166939541,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40918056,N,Y,37.7278311,-122.1393775
MLS Listing,,Mobile/Manufactured Home,1468 Grand Ave #20,San Leandro,CA,94577,59950,1,1.0,San Leandro,374,,,136,160,,Active,,,http://www.redfin.com/CA/San-Leandro/1468-Grand-Ave-94577/unit-20/home/169783544,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40916798,N,Y,37.7278311,-122.1393775
MLS Listing,,Mobile/Manufactured Home,1468 Grand Ave #18,San Leandro,CA,94577,82950,1,1.0,San Leandro,375,,,137,221,,Active,,,http://www.redfin.com/CA/San-Leandro/1468-Grand-Ave-94577/unit-18/home/170268637,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40916622,N,Y,37.7278311,-122.1393775
MLS Listing,,Mobile/Manufactured Home,1468 Grand Ave #12,San Leandro,CA,94577,67950,1,1.0,San Leandro,325,,,137,209,,Active,,,http://www.redfin.com/CA/San-Leandro/1468-Grand-Ave-94577/unit-12/home/170268636,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40916620,N,Y,37.7278311,-122.1393775
MLS Listing,,Mobile/Manufactured Home,1468 Grand Ave #11,San Leandro,CA,94577,67950,1,1.0,San Leandro,351,,,137,194,,Active,,,http://www.redfin.com/CA/San-Leandro/1468-Grand-Ave-94577/unit-11/home/170268619,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40916587,N,Y,37.7278311,-122.1393775
MLS Listing,,Single Family Residential,650 Bergedo Dr,Oakland,CA,94603,599950,4,1.0,Sobrante Park,1443,5015,1944,144,416,,Active,,,http://www.redfin.com/CA/Oakland/650-Bergedo-Dr-94603/home/1366272,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40915639,N,Y,37.7302205,-122.1747602
MLS Listing,,Condo/Co-op,1570 165Th Ave #203,San Leandro,CA,94578,425000,2,1.5,Ashland,928,,1987,199,458,438,Active,,,http://www.redfin.com/CA/San-Leandro/1570-165th-Ave-94578/unit-203/home/17184300,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40908441,N,Y,37.6955664,-122.108226
MLS Listing,,Vacant Land,1905 alvarado,San Leandro,CA,94577,1388888,,,San Leandro,,22651,,311,,,Active,,,http://www.redfin.com/CA/San-Leandro/1905-Alvarado-St-94577/home/1101051,San Francisco MLS,495328,N,Y,37.7164266,-122.1596369
MLS Listing,,Vacant Land,1405 Grand Ave,San Leandro,CA,94577,429900,,,San Leandro,,10728,,458,,,Active,,,http://www.redfin.com/CA/San-Leandro/1405-Grand-Ave-94577/home/22715149,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40884000,N,Y,37.7282914,-122.1394323
For-Sale-by-Owner Listing,,Single Family Residential,1319 Sayre St,San Leandro,CA,94579,720000,3,1.75,San Leandro,1125,5009,1957,24,640,,Active,,,http://www.redfin.com/CA/San-Leandro/1319-Sayre-St-94579/home/1859383,Fizber.com,11426317,N,Y,37.6802982,-122.1470843
MLS Listing,,Single Family Residential,470 Menker Ave,SAN JOSE,CA,95128,985000,3,2.0,SAN JOSE,1254,6675,1915,21,785,,Active,,,http://www.redfin.com/CA/San-Jose/470-Menker-Ave-95128/home/1212418,MLSListings,ML81821981,N,Y,37.3202922,-121.9214663
MLS Listing,,Mobile/Manufactured Home,555 Umbarger #71,SAN JOSE,CA,95111,259900,3,2.0,SAN JOSE,1248,,2007,21,208,,Active,,,http://www.redfin.com/CA/San-Jose/555-Umbarger-Rd-95111/unit-71/home/28895953,MLSListings,ML81822594,N,Y,37.3010619,-121.8442882
MLS Listing,,Single Family Residential,6145 Yeadon Way,SAN JOSE,CA,95119,1260000,4,3.0,SAN JOSE,2039,8033,1996,21,618,,Active,,,http://www.redfin.com/CA/San-Jose/6145-Yeadon-Way-95119/home/1444712,MLSListings,ML81822587,N,Y,37.2372268,-121.79747
MLS Listing,,Multi-Family (5+ Unit),1263 Park Ave,SAN JOSE,CA,95126,2900000,15,18.0,SAN JOSE,3700,7740,1961,21,784,,Active,,,http://www.redfin.com/CA/San-Jose/1263-Park-Ave-95126/home/1296162,MLSListings,ML81818374,N,Y,37.3277911,-121.9170213
MLS Listing,,Condo/Co-op,708 Teatree Ct,SAN JOSE,CA,95128,575000,2,2.0,SAN JOSE,922,,1988,21,624,576,Active,,,http://www.redfin.com/CA/San-Jose/708-Teatree-Ct-95128/home/12180174,MLSListings,ML81822579,N,Y,37.314954,-121.938971
MLS Listing,,Condo/Co-op,247 N Capitol Ave #102,SAN JOSE,CA,95127,425000,1,1.0,SAN JOSE,777,,1977,21,547,347,Active,,,http://www.redfin.com/CA/San-Jose/247-N-Capitol-Ave-95127/unit-102/home/1832677,MLSListings,ML81822537,N,Y,37.3683403,-121.8418042
MLS Listing,,Condo/Co-op,925 The Alameda #118,SAN JOSE,CA,95126,759000,1,1.5,SAN JOSE,1068,871,2006,22,711,353,Active,,,http://www.redfin.com/CA/San-Jose/925-The-Alameda-95126/unit-118/home/17292259,MLSListings,ML81822502,N,Y,37.3321064,-121.9082154
MLS Listing,,Mobile/Manufactured Home,412 Giannotta Dr #412,SAN JOSE,CA,95133,389000,3,2.0,SAN JOSE,1980,,2002,22,196,,Active,,,http://www.redfin.com/CA/San-Jose/412-Giannotta-Way-95133/unit-412/home/173896219,MLSListings,ML81822493,N,Y,37.3735146,-121.8469353
MLS Listing,,Townhouse,274 Agustin Narvaez St #6,SAN JOSE,CA,95136,1121832,4,3.5,SAN JOSE,2024,2000,2020,22,554,330,Active,,,http://www.redfin.com/CA/San-Jose/274-Agustin-Narvaez-St-95136/unit-6/home/171196111,MLSListings,ML81822490,N,Y,37.2856337,-121.853332
MLS Listing,,Mobile/Manufactured Home,587 Hermitage Dr #587,SAN JOSE,CA,95134,249000,3,2.0,SAN JOSE,1440,,2020,22,173,,Active,,,http://www.redfin.com/CA/San-Jose/587-Hermitage-Dr-95134/unit-587/home/63740830,MLSListings,ML81822488,N,Y,37.4171284,-121.9433558
MLS Listing,,Condo/Co-op,6958 Gregorich Dr Unit C,SAN JOSE,CA,95138,624999,2,2.5,SAN JOSE,1093,,1992,22,572,343,Active,,,http://www.redfin.com/CA/San-Jose/6958-Gregorich-Dr-95138/unit-C/home/1505046,MLSListings,ML81822487,N,Y,37.236359,-121.76605
MLS Listing,,Condo/Co-op,1026 Summermist Ct,SAN JOSE,CA,95122,499000,2,1.5,SAN JOSE,1056,,1985,22,473,520,Active,,,http://www.redfin.com/CA/San-Jose/1026-Summermist-Ct-95122/home/1646985,MLSListings,ML81822485,N,Y,37.3188155,-121.8421818
MLS Listing,,Condo/Co-op,224 Agustin Narvaez #7,SAN JOSE,CA,95136,975825,2,2.0,SAN JOSE,1895,,2020,22,515,330,Active,,,http://www.redfin.com/CA/San-Jose/224-Agustin-Narvaez-St-95136/unit-7/home/172950131,MLSListings,ML81822483,N,Y,37.2853309,-121.8521977
MLS Listing,,Condo/Co-op,240 Agustin Narvaez #6,SAN JOSE,CA,95136,978287,2,2.0,SAN JOSE,1905,,2020,22,514,330,Active,,,http://www.redfin.com/CA/San-Jose/240-Agustin-Narvaez-St-95136/unit-6/home/173895812,MLSListings,ML81822482,N,Y,37.2853959,-121.8524412
MLS Listing,,Condo/Co-op,43 Kenbrook Cir,SAN JOSE,CA,95111,500000,2,1.0,SAN JOSE,880,,1987,23,568,310,Active,,,http://www.redfin.com/CA/San-Jose/43-Kenbrook-Cir-95111/home/1519243,MLSListings,ML81822402,N,Y,37.2882,-121.843733
MLS Listing,,Townhouse,2274 ALMADEN Rd,SAN JOSE,CA,95125,968000,3,2.5,SAN JOSE,1628,1151,1979,23,595,482,Active,,,http://www.redfin.com/CA/San-Jose/2274-Almaden-Rd-95125/home/1596761,MLSListings,ML81820324,N,Y,37.293481,-121.879745
MLS Listing,,Multi-Family (5+ Unit),818 S 3rd St,SAN JOSE,CA,95112,2400000,,63.0,SAN JOSE,3753,5204,2002,23,639,,Active,,,http://www.redfin.com/CA/San-Jose/818-S-3rd-St-95112/home/1728953,MLSListings,ML81822377,N,Y,37.324905,-121.8789481
MLS Listing,,Mobile/Manufactured Home,510 Saddlebrook Dr #53,SAN JOSE,CA,95136,230000,2,2.0,SAN JOSE,900,,2014,23,256,,Active,,,http://www.redfin.com/CA/San-Jose/510-Saddlebrook-Dr-95136/unit-53/home/173889956,MLSListings,ML81822368,N,Y,37.2629832,-121.8162392
MLS Listing,,Condo/Co-op,5520 Cribari Cir,SAN JOSE,CA,95135,425000,1,1.0,SAN JOSE,947,,1968,24,449,712,Active,,,http://www.redfin.com/CA/San-Jose/5520-Cribari-Cir-95135/home/1053236,MLSListings,ML81822342,N,Y,37.29289,-121.755728
MLS Listing,,Mobile/Manufactured Home,459 Mill Pond Dr #459,SAN JOSE,CA,95125,289000,3,2.0,SAN JOSE,1566,,2000,24,185,,Active,,,http://www.redfin.com/CA/San-Jose/459-Mill-Pond-Dr-95125/unit-459/home/26838735,MLSListings,ML81822339,N,Y,37.2937768,-121.8693585
MLS Listing,,Single Family Residential,500 Fuller Ave,San Jose,CA,95125,1300000,3,2.0,SJOS - San Jose,1639,6259,1945,24,793,,Active,,,http://www.redfin.com/CA/San-Jose/500-Fuller-Ave-95125/home/1075401,CRMLS,FR20251979,N,Y,37.3176785,-121.8952377
MLS Listing,,Single Family Residential,348 Royal Ave,SAN JOSE,CA,95126,1508000,6,2.0,SAN JOSE,2186,4939,1900,24,690,,Active,,,http://www.redfin.com/CA/San-Jose/348-Royal-Ave-95126/home/1603461,MLSListings,ML81822326,N,Y,37.3237729,-121.9004839
MLS Listing,,Condo/Co-op,88 E San Fernando St #805,SAN JOSE,CA,95113,828000,2,2.0,SAN JOSE,1100,,2008,24,753,804,Active,,,http://www.redfin.com/CA/San-Jose/88-E-San-Fernando-St-95113/unit-805/home/23048565,MLSListings,ML81820081,N,Y,37.3347663,-121.8869259
MLS Listing,,Single Family Residential,189 N 25Th St,San Jose,CA,95116,599999,2,1.0,San Jose,720,5040,1922,24,833,,Active,,,http://www.redfin.com/CA/San-Jose/189-N-25th-St-95116/home/1690531,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40931127,N,Y,37.3496941,-121.8695809
MLS Listing,,Mobile/Manufactured Home,5770 Winfield #63,SAN JOSE,CA,95123,410000,3,2.0,SAN JOSE,1600,,2001,24,256,,Active,,,http://www.redfin.com/CA/San-Jose/5770-Winfield-Blvd-95123/unit-63/home/1639553,MLSListings,ML81822287,N,Y,37.247449,-121.8665185
MLS Listing,,Mobile/Manufactured Home,5450 Monterey Hwy #19,SAN JOSE,CA,95111,204988,2,2.0,SAN JOSE,1248,,1975,24,164,,Active,,,http://www.redfin.com/CA/San-Jose/5450-Monterey-Rd-95111/unit-19/home/145585394,MLSListings,ML81822279,N,Y,37.2589185,-121.8013836
MLS Listing,,Single Family Residential,334 Crest Dr,SAN JOSE,CA,95127,1549000,4,3.5,SAN JOSE,2979,9795,1994,24,520,,Active,,,http://www.redfin.com/CA/San-Jose/334-Crest-Dr-95127/home/1481645,MLSListings,ML81822259,N,Y,37.3841291,-121.8223204
MLS Listing,,Condo/Co-op,96 Kenbrook Cir,San Jose,CA,95111,459000,1,1.0,Kenwood Crosspt,957,1008,1987,24,480,312,Active,,,http://www.redfin.com/CA/San-Jose/96-Kenbrook-Cir-95111/home/902095,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40931061,N,Y,37.288393,-121.842028
MLS Listing,,Townhouse,1041 Villa Maria Ct,SAN JOSE,CA,95125,899000,3,2.5,SAN JOSE,1585,1763,1982,24,567,600,Active,,,http://www.redfin.com/CA/San-Jose/1041-Villa-Maria-Ct-95125/home/1295454,MLSListings,ML81822213,N,Y,37.3134497,-121.8902281
MLS Listing,,Multi-Family (2-4 Unit),77 Brooklyn Ave,SAN JOSE,CA,95128,1349000,,,SAN JOSE,1974,5779,1971,24,683,,Active,,,http://www.redfin.com/CA/San-Jose/77-Brooklyn-Ave-95128/unit-1/home/716977,MLSListings,ML81822209,N,Y,37.3248055,-121.9291461
MLS Listing,,Condo/Co-op,7150 Rainbow Dr #33,SAN JOSE,CA,95129,825000,2,1.5,SAN JOSE,1050,,1964,24,786,500,Active,,,http://www.redfin.com/CA/San-Jose/7150-Rainbow-Dr-95129/unit-33/home/1838519,MLSListings,ML81822200,N,Y,37.2997293,-122.0297585
MLS Listing,,Single Family Residential,1561 Whitton Ave,SAN JOSE,CA,95116,748888,3,2.0,SAN JOSE,888,5360,1950,25,843,,Active,,,http://www.redfin.com/CA/San-Jose/1561-Whitton-Ave-95116/home/736012,MLSListings,ML81822189,N,Y,37.3486197,-121.8579623
MLS Listing,,Condo/Co-op,1159 Bird Ave #3,SAN JOSE,CA,95125,649000,2,2.0,SAN JOSE,879,,1981,25,738,389,Active,,,http://www.redfin.com/CA/San-Jose/1159-Bird-Ave-95125/unit-3/home/1582789,MLSListings,ML81822188,N,Y,37.3099359,-121.8947615
MLS Listing,,Condo/Co-op,3325 Lake Albano Cir,SAN JOSE,CA,95135,759000,2,2.5,SAN JOSE,1776,,1985,25,427,1161,Active,,,http://www.redfin.com/CA/San-Jose/3325-Lake-Albano-Cir-95135/home/965629,MLSListings,ML81822171,N,Y,37.2877214,-121.7608184
MLS Listing,,Townhouse,440 Navaro Pl #108,SAN JOSE,CA,95134,1250000,3,2.5,SAN JOSE,1637,1600,1991,25,764,355,Active,,,http://www.redfin.com/CA/San-Jose/440-Navaro-Pl-95134/unit-108/home/577682,MLSListings,ML81822144,N,Y,37.4008899,-121.9237734
MLS Listing,,Single Family Residential,1526 Sanborn Ave,SAN JOSE,CA,95110,949000,3,2.5,SAN JOSE,1185,5260,1920,25,801,,Active,,,http://www.redfin.com/CA/San-Jose/1526-Sanborn-Ave-95110/home/843196,MLSListings,ML81822141,N,Y,37.3131507,-121.8732275
MLS Listing,,Condo/Co-op,6141 Thicket Way,SAN JOSE,CA,95119,599000,2,2.0,SAN JOSE,859,,1996,25,697,341,Active,,,http://www.redfin.com/CA/San-Jose/6141-Thicket-Way-95119/home/1009386,MLSListings,ML81822090,N,Y,37.240013,-121.79513
MLS Listing,,Single Family Residential,2226 Parkwood Way,SAN JOSE,CA,95125,1299000,3,2.5,SAN JOSE,1259,6490,1952,25,1032,,Active,,,http://www.redfin.com/CA/San-Jose/2226-Parkwood-Way-95125/home/1766142,MLSListings,ML81822086,N,Y,37.2855556,-121.9014175
MLS Listing,,Townhouse,2018 Liberia Cir,SAN JOSE,CA,95116,579000,3,1.5,SAN JOSE,1180,900,1977,25,491,340,Active,,,http://www.redfin.com/CA/San-Jose/2018-Liberia-Cir-95116/home/1051103,MLSListings,ML81822070,N,Y,37.3574629,-121.8511662
MLS Listing,,Condo/Co-op,1433 Marcello Dr,SAN JOSE,CA,95131,998000,3,2.0,SAN JOSE,1546,,2007,25,646,350,Active,,,http://www.redfin.com/CA/San-Jose/1433-Marcello-Dr-95131/home/17290424,MLSListings,ML81822048,N,Y,37.391069,-121.889636
